priority,need,fit,name,corp_code,stock_code,listed,sector,industry,type,rev,cagr3,ebitda,ebitda_m,net_debt,nd_ebitda,debt_ratio,curr_ratio,cash,draw_3y,dep_ratio,nd_per_rev,gap_12m,gap_3y,gap_basis,fs_year,fs_source,fs_ocf,fs_capex,fs_dividend,fs_lease_repay,fs_fcf,fs_gross_debt,fs_borrowings_st,fs_d_net_debt_measured,fs_uses_direct,fs_residual,fs_residual_pct,fs_ebitda_source,angle_primary,angles_detail,min_cash_pct,min_cash_basis,runway_m,status,last_funding_date,last_funding_nm,drivers
81.2,73.6,72.4,(주)쓰리나인,00619695,,false,제조업,전자부품·컴퓨터·통신장비,WC_BURN(운전자본형),770.4,0.146,42.2,0.055,528.4,12.5,2.879,0.674,5.3,213.7,1.594,1.601,184,524,measured_cashbridge,2025,audit,-1.1,147.5,,,-148.7,533.7,210.5,142,140.8,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 15% 인데 EBITDA마진 2.1%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,58,UNLISTED_BLIND,,,순부채/EBITDA 12.5x / 부채비율 288% / EBITDA마진 8%→5% / 3년 순부채 +214억 vs EBITDA합 134억 / 매출 1원 성장에 순부채 1.60원 / 유동비율 67% / 현금/매출 1% / 현금 2년 연속 감소
81.2,86.1,50,케이테크코리아,01447280,,false,제조업,금속가공제품,DISTRESS(구조조정형),428.2,0.418,-116.3,-0.271,378.5,,21.991,0.26,1.4,159.3,3,0.573,80,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 42% 인데 EBITDA마진 35.1%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,0,DISTRESS_EVENT,,,EBITDA 적자 -116억 / 부채비율 2199% (3년 2055%p↑) / EBITDA마진 8%→-27% / 3년 순부채 +159억 vs EBITDA합 -69억 / 매출 1원 성장에 순부채 0.57원 / 유동비율 26% / 현금/매출 0% / 런웨이 0개월
81.1,85.4,50.6,(주)경기여객,01434806,,false,운수·물류,육상운송·파이프라인,WC_BURN(운전자본형),372.8,0.116,8.2,0.022,91.3,11.1,4.888,0.464,0,60.9,1.684,0.576,76,188,measured_cashbridge,2025,audit,-21.4,24.3,2,,-45.7,91.3,70.3,27.2,5.8,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 12% + 마진 유지 · capex/매출 6.5%,0.015,company_history,0,UNLISTED_BLIND,,,순부채/EBITDA 11.1x / 부채비율 489% (3년 295%p↑) / 3년 순부채 +61억 vs EBITDA합 36억 / 매출 1원 성장에 순부채 0.58원 / 유동비율 46% / 현금/매출 0% / 현금 2년 연속 감소 / 영업적자 2/3년 / 런웨이 0개월
81,92.2,38.1,동연오토텍(주),00915827,,false,제조업,금속가공제품,REFI(롤오버형),384.9,0.035,3.2,0.008,298.4,93.2,6.992,0.368,1.1,144.6,1.75,0.766,55,126,measured_cashbridge,2025,audit,25.7,42.8,5,,-17.1,299.5,144.8,16.7,42.6,-0.2,0.0005,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 93.2x / 부채비율 699% (3년 357%p↑) / EBITDA마진 7%→1% / 3년 순부채 +145억 vs EBITDA합 83억 / 매출 1원 성장에 순부채 0.77원 / 유동비율 37% / 현금/매출 0% / 현금 2년 연속 감소
80.9,84.1,52.3,일성건설,00184995,,false,건설업,종합 건설,DISTRESS(구조조정형),5003.8,0.063,-376.8,-0.075,1114.5,,4.544,0.827,206.3,255,3,0.303,184,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 6% 인데 EBITDA마진 10.3%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.041,company_history,6,DISTRESS_EVENT,,,EBITDA 적자 -377억 / 부채비율 454% (3년 208%p↑) / EBITDA마진 3%→-8% / 3년 순부채 +255억 vs EBITDA합 -144억 / 유동비율 83% / 현금/매출 4% / 런웨이 6개월
80.9,76.8,65.5,(주)에스디원,01645749,,false,제조업,고무·플라스틱제품,WC_BURN(운전자본형),416.5,0.275,22.9,0.055,197.5,8.6,3.408,0.995,5.3,120.1,1.566,0.845,58,137,measured_cashbridge,2025,audit,16.1,57.8,,,-41.7,202.9,38,47.6,61.8,1.9,0.0045,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 27% 인데 EBITDA마진 3.1%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 8.6x / 부채비율 341% (3년 179%p↑) / EBITDA마진 9%→5% / 3년 순부채 +120억 vs EBITDA합 77억 / 매출 1원 성장에 순부채 0.84원 / 유동비율 99% / 현금/매출 1%
80.9,71.4,74.9,(주)더캐리,01552218,,false,제조업,의복·모피 제조,WC_BURN(운전자본형),1319.9,0.134,58.2,0.044,728.4,12.5,2.198,1.079,40,610.7,1.459,0.801,64,220,measured_cashbridge,2025,audit,-10.9,16.3,0,,-27.2,768.3,506.9,99.8,103.7,-14.8,0.0112,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 13% 인데 EBITDA마진 8.3%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,44,UNLISTED_BLIND,,,순부채/EBITDA 12.5x / 부채비율 220% / EBITDA마진 13%→4% / 3년 순부채 +611억 vs EBITDA합 419억 / 매출 1원 성장에 순부채 0.80원 / 유동비율 108% / 현금/매출 3% / 현금 2년 연속 감소
80.8,92.6,36.5,(주)동희산기,00534048,,false,제조업,기타 기계·장비,DISTRESS(구조조정형),341.9,0.05,13.9,0.041,224,16.1,12.333,0.481,0.7,56.1,3,0.828,9,,netdebt_inferred,2025,audit,38.4,,,,,224.8,224.8,-72.7,-4.3,-30,0.0878,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(negative): 매출 CAGR 5% 인데 EBITDA마진 6.6%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,DISTRESS_EVENT,,,순부채/EBITDA 16.1x / 부채비율 1233% (3년 998%p↑) / EBITDA마진 -1%→4% / 3년 순부채 +56억 vs EBITDA합 -60억 / 매출 1원 성장에 순부채 0.83원 / 유동비율 48% / 현금/매출 0% / 현금 2년 연속 감소 / 영업적자 2/3년
80.8,69.9,77.5,(주)직방,01134766,,false,정보통신,출판업,DISTRESS(구조조정형),921.9,0.379,208,0.226,852.6,4.1,3.112,0.736,352.8,1472.2,3,1.978,0,106,measured_cashbridge,2025,audit,-59.9,4.2,,,-64.1,1205.4,580,81.6,-178.4,200.1,0.217,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년) | 성장자금형(negative): 매출 CAGR 38% 인데 EBITDA마진 10.6%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.1,company_history,71,UNLISTED_BLIND,,,"순부채/EBITDA 4.1x / 부채비율 311% (3년 302%p↑) / EBITDA마진 -13%→23% / 3년 순부채 +1,472억 vs EBITDA합 -650억 / 매출 1원 성장에 순부채 1.98원 / 유동비율 74% / 현금 2년 연속 감소 / 영업적자 3/3년"
80.7,79.6,59.6,설로인(주),01640221,,false,제조업,식료품 제조,DISTRESS(구조조정형),682.2,0.368,41.2,0.06,537.6,13,7.311,0.366,19.1,537.5,3,1.489,79,235,measured_cashbridge,2025,audit,-56.5,6.3,,,-62.8,556.6,153.3,12.9,6.3,-49.9,0.0732,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 37% + 마진 유지 · capex/매출 0.9%,0.02,company_history,4,UNLISTED_BLIND,,,순부채/EBITDA 13.0x / 부채비율 731% (3년 419%p↑) / 3년 순부채 +537억 vs EBITDA합 -212억 / 매출 1원 성장에 순부채 1.49원 / 유동비율 37% / 현금/매출 3% / 영업적자 2/3년 / 런웨이 4개월
80.7,57.2,100,(주)휴맥스모빌리티,01450460,,false,사업지원·임대,임대업(부동산 제외),WC_BURN(운전자본형),2722.3,0.152,721.3,0.265,885.1,1.2,4.676,0.252,206.3,2130.3,1.354,1.698,46,46,measured_cashbridge,2025,audit,765.8,130.6,,,-89.4,1091.4,151.6,66.5,761.5,70.7,0.026,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년) | 성장자금형(positive): 매출 CAGR 15% + 마진 유지 · capex/매출 4.8%,0.076,company_history,,UNLISTED_BLIND,,,"부채비율 468% (3년 277%p↑) / 3년 순부채 +2,130억 vs EBITDA합 1,573억 / 매출 1원 성장에 순부채 1.70원 / 유동비율 25% / 영업적자 3/3년"
80.7,65.5,85,제이엘켐(주),01529113,,false,제조업,화학물질·화학제품,WC_BURN(운전자본형),454.6,0.274,73.9,0.163,350.3,4.7,8.324,0.233,17.5,222.1,2.668,1.029,54,150,measured_cashbridge,2025,audit,15.7,33.5,,,-22.5,367.8,313,21.1,36.5,0.3,0.0006,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 27% + 마진 유지 · capex/매출 7.4%,0.038,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 4.7x / 부채비율 832% (3년 781%p↑) / 3년 순부채 +222억 vs EBITDA합 83억 / 매출 1원 성장에 순부채 1.03원 / 유동비율 23% / 현금/매출 4% / 현금 2년 연속 감소
80.6,79,60,베스핀글로벌(주),01377574,,false,정보통신,컴퓨터 프로그래밍·SI,DISTRESS(구조조정형),5429.2,0.174,-36.4,-0.007,202,,66.913,0.855,246.1,8.9,3,0.004,58,247,measured_cashbridge,2025,audit,-51.4,2.7,,,-62.7,448.2,314.7,201.4,146.6,5,0.0009,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 17% + 마진 유지 · capex/매출 0.0%,0.039,company_history,57,,,,EBITDA 적자 -36억 / 부채비율 6691% (3년 7400%p↑) / 3년 순부채 +9억 vs EBITDA합 -281억 / 유동비율 85% / 현금/매출 5% / 현금 2년 연속 감소 / 영업적자 2/3년
80.6,71.9,72.9,(주)태강스틸,01473391,,false,제조업,자동차·트레일러,WC_BURN(운전자본형),490.1,0.24,39,0.08,309.9,7.9,3.388,0.577,4.3,188.3,2.415,0.809,66,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 24% + 마진 유지,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 7.9x / 부채비율 339% (3년 142%p↑) / 3년 순부채 +188억 vs EBITDA합 78억 / 매출 1원 성장에 순부채 0.81원 / 유동비율 58% / 현금/매출 1%
80.6,91.8,37.1,아이씨티웨이(주),01469671,,false,정보통신,컴퓨터 프로그래밍·SI,REFI(롤오버형),463.3,0.014,20.2,0.044,198.9,9.8,10.049,0.319,3.6,158.3,3.043,1.034,83,216,measured_cashbridge,2025,audit,-50.7,6,,,-59.2,202.6,72.4,58.6,8.4,-0.5,0.001,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.025,company_history,1,UNLISTED_BLIND,,,순부채/EBITDA 9.8x / 부채비율 1005% (3년 945%p↑) / EBITDA마진 4%→4% / 3년 순부채 +158억 vs EBITDA합 52억 / 매출 1원 성장에 순부채 1.03원 / 유동비율 32% / 현금/매출 1% / 영업적자 2/3년 / 런웨이 1개월
80.5,71.4,73.6,(주)지알아이,01548020,,false,제조업,식료품 제조,WC_BURN(운전자본형),1244.2,0.301,39.7,0.032,211.5,5.3,2.895,0.742,3.5,166.4,1.934,1.702,62,126,measured_cashbridge,2025,audit,30.1,54.4,,,-24.3,215,206.8,-3.5,26.6,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 30% 인데 EBITDA마진 2.5%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.3x / 부채비율 289% (3년 119%p↑) / EBITDA마진 6%→3% / 3년 순부채 +166억 vs EBITDA합 86억 / 매출 1원 성장에 순부채 1.70원 / 유동비율 74% / 현금/매출 0%
80.5,90,40,바스프퍼포먼스폴리아마이드코리아(주),00299491,,false,제조업,화학물질·화학제품,DISTRESS(구조조정형),3712.1,-0.125,-229.7,-0.062,812.8,,4.688,0.88,389,906.1,2.514,,206,1127,measured_cashbridge,2025,audit,-276.4,51.7,,,-345,1201.8,1155.4,330.8,69.2,-14.8,0.004,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.036,company_history,17,UNLISTED_BLIND,,,EBITDA 적자 -230억 / 부채비율 469% (3년 325%p↑) / EBITDA마진 2%→-6% / 3년 순부채 +906억 vs EBITDA합 361억 / 유동비율 88% / 영업적자 3/3년 / 런웨이 17개월
80.5,70.8,74.6,우성파워텍(주),00818302,,false,제조업,전기장비,WC_BURN(운전자본형),1612.1,0.1,96.5,0.06,501.6,5.2,6.651,0.753,68.1,270.5,1.607,0.937,0,0,measured_cashbridge,2025,audit,134.2,9.8,,,124.3,569.7,310.3,-87.2,12.6,34.3,0.0213,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 10% + 마진 유지 · capex/매출 0.6%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.2x / 부채비율 665% (3년 373%p↑) / 3년 순부채 +270억 vs EBITDA합 168억 / 매출 1원 성장에 순부채 0.94원 / 유동비율 75% / 현금/매출 4%
80.5,65.8,83.4,(주)동북엘앤알,01366851,,false,도소매,소매(자동차 제외),GROWTH(성장자금형),1071.2,0.146,71.3,0.067,527.6,7.4,4.055,0.639,44.3,143.2,1.357,0.746,111,380,measured_cashbridge,2025,audit,-77.2,39,,,-116.2,571.9,233.8,-4.4,-80.9,-0.7,0.0007,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 15% + 마진 유지 · capex/매출 3.6%,0.009,company_history,7,UNLISTED_BLIND,,,순부채/EBITDA 7.4x / 부채비율 406% (3년 55%p↑) / 3년 순부채 +143억 vs EBITDA합 106억 / 매출 1원 성장에 순부채 0.75원 / 유동비율 64% / 현금/매출 4% / 런웨이 7개월
80.5,83.8,51.1,(주)케이씨더블유,01620591,,false,전문·과학·기술,전문서비스업,REFI(롤오버형),606.7,,24.4,0.04,903.1,37,2.424,0.721,24,793.8,3.632,1.072,81,242,measured_cashbridge,2025,audit,-39.5,13.5,,,-58.7,927,220,122.8,,,,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.04,company_history,7,UNLISTED_BLIND,,,순부채/EBITDA 37.0x / 부채비율 242% (3년 242%p↑) / EBITDA마진 15%→4% / 3년 순부채 +794억 vs EBITDA합 219억 / 매출 1원 성장에 순부채 1.07원 / 유동비율 72% / 현금/매출 4% / 런웨이 7개월
80.4,94,32.5,(주)유창파워텍,00940355,,false,제조업,자동차·트레일러,REFI(롤오버형),604.3,-0.076,11.2,0.019,136.7,12.2,5.103,0.616,3.3,3.2,3,,32,62,measured_cashbridge,2025,audit,-9.1,0.4,,,-9.4,140,54.4,4.8,-4.3,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.02,company_history,4,UNLISTED_BLIND,,,순부채/EBITDA 12.2x / 부채비율 510% (3년 164%p↑) / EBITDA마진 2%→2% / 3년 순부채 +3억 vs EBITDA합 -1억 / 유동비율 62% / 현금/매출 1% / 현금 2년 연속 감소 / 런웨이 4개월
80.2,91.1,37,(주)천마종합건설,01213896,,false,건설업,종합 건설,DISTRESS(구조조정형),547.2,0.011,-75.4,-0.138,596.7,,20.796,0.983,4.4,530.7,3,31.274,208,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.025,company_history,0,DISTRESS_EVENT,,,EBITDA 적자 -75억 / 부채비율 2080% (3년 1887%p↑) / EBITDA마진 5%→-14% / 3년 순부채 +531억 vs EBITDA합 -24억 / 매출 1원 성장에 순부채 31.27원 / 유동비율 98% / 현금/매출 1% / 런웨이 0개월
80.1,66.2,81.3,(주)스마트스코어,01360325,,false,정보통신,정보서비스,DISTRESS(구조조정형),2011.1,0.403,182.7,0.091,168.4,0.9,3.194,0.425,166.1,1664.1,3,4.123,156,205,measured_cashbridge,2025,audit,416,414.8,7.7,,-175.6,334.5,,-5.4,496,-85.4,0.0424,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(negative): 매출 CAGR 40% 인데 EBITDA마진 14.4%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.1,company_history,,UNLISTED_BLIND,,,"부채비율 319% (3년 267%p↑) / EBITDA마진 8%→9% / 3년 순부채 +1,664억 vs EBITDA합 -24억 / 매출 1원 성장에 순부채 4.12원 / 유동비율 43% / 영업적자 2/3년"
80,80.6,55.1,위너콤(주),00922890,,false,제조업,전자부품·컴퓨터·통신장비,DISTRESS(구조조정형),1986.4,0.049,-1.8,-0.001,474.9,,5.022,1.056,18.3,262.6,1.475,0.704,0,0,measured_cashbridge,2025,audit,121.7,48.4,,,62.6,493.2,271.4,-62.5,59.8,-0.7,0.0003,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,UNLISTED_BLIND,,,EBITDA 적자 -2억 / 부채비율 502% (3년 159%p↑) / EBITDA마진 3%→-0% / 3년 순부채 +263억 vs EBITDA합 178억 / 매출 1원 성장에 순부채 0.70원 / 유동비율 106% / 현금/매출 1%
79.9,80.6,54.6,우림레미콘(주),01677942,,false,제조업,비금속 광물제품,DISTRESS(구조조정형),449.8,0.147,-8.6,-0.019,210.8,,12.741,0.34,0.6,159.2,1.464,0.261,71,174,measured_cashbridge,2025,audit,-39.8,2.9,0,,-42.7,211.4,89.1,51.6,11.8,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 15% 인데 EBITDA마진 8.2%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,0,UNLISTED_BLIND,,,EBITDA 적자 -9억 / 부채비율 1274% / EBITDA마진 6%→-2% / 3년 순부채 +159억 vs EBITDA합 109억 / 유동비율 34% / 현금/매출 0% / 현금 2년 연속 감소 / 런웨이 0개월
79.9,67.6,77.9,(주)세계로유통,01023008,,false,도소매,소매(자동차 제외),WC_BURN(운전자본형),2389.5,0.148,113.4,0.048,916.4,8.1,2.058,0.253,87.7,880.2,2.529,2.342,49,229,measured_cashbridge,2025,audit,116.3,157.4,17.7,,-41.1,1004,674,63.9,178.8,1.3,0.0006,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 15% + 마진 유지 · capex/매출 6.6%,0.014,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 8.1x / 부채비율 206% / 3년 순부채 +880억 vs EBITDA합 348억 / 매출 1원 성장에 순부채 2.34원 / 유동비율 25% / 현금/매출 4%
79.8,95.3,27.6,아름일렉트로닉스(주),00337171,,false,제조업,전자부품·컴퓨터·통신장비,DISTRESS(구조조정형),677.8,-0.019,-77.4,-0.114,408.4,,5.117,0.487,2.7,57.2,3,,151,417,measured_cashbridge,2025,audit,-92.7,5.9,,,-99,411.2,342,100.5,6.9,0.9,0.0014,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.02,company_history,0,DISTRESS_EVENT,,,EBITDA 적자 -77억 / 부채비율 512% (3년 215%p↑) / EBITDA마진 -3%→-11% / 3년 순부채 +57억 vs EBITDA합 -63억 / 유동비율 49% / 현금/매출 0% / 영업적자 3/3년 / 런웨이 0개월
