priority,need,fit,name,corp_code,stock_code,listed,sector,industry,type,rev,cagr3,ebitda,ebitda_m,net_debt,nd_ebitda,debt_ratio,curr_ratio,cash,draw_3y,dep_ratio,nd_per_rev,gap_12m,gap_3y,gap_basis,fs_year,fs_source,fs_ocf,fs_capex,fs_dividend,fs_lease_repay,fs_fcf,fs_gross_debt,fs_borrowings_st,fs_d_net_debt_measured,fs_uses_direct,fs_residual,fs_residual_pct,fs_ebitda_source,angle_primary,angles_detail,min_cash_pct,min_cash_basis,runway_m,status,last_funding_date,last_funding_nm,drivers
49.1,37.2,69.3,동아에스티,00956930,170900,true,제조업,의료용물질·의약품,WC_BURN(운전자본형),8087.8,0.084,,,-1729.5,,1.102,1.524,1801,1985.5,2.507,1.897,0,0,measured_cashbridge,2025,api,277.8,356.3,62.9,,-78.5,71.4,,402,676.4,87.9,0.0109,unavailable,성장,성장자금형(neutral): 매출 CAGR 8% — EBITDA 마진을 구하지 못해 기존사업 훼손 여부 판정 불가 (capex/매출 4.4%) | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.1,company_history,,IN_MOTION,2025-09-09,투자설명서,"3년 순부채 +1,986억 vs EBITDA합 792억 / 매출 1원 성장에 순부채 1.90원 / 현금 2년 연속 감소"
49,30.3,81.4,삼영엠텍,00250614,054540,true,제조업,금속가공제품,GROWTH(성장자금형),951.4,0.191,117.5,0.1,1303.6,11.1,1.241,1.154,518.7,6,0.034,0.013,0,0,measured_cashbridge,2025,api,98,11.6,18.2,,86.3,1822.3,1402.6,1159.9,825.7,432.2,0.4542,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 19% + 마진 유지 · capex/매출 1.2%,0.04,company_history,,,,,순부채/EBITDA 11.1x / 3년 순부채 +6억 vs EBITDA합 177억 / 유동비율 115%
49,28.3,84.9,케이피항공산업(주),01101254,288180,true,제조업,기타 운송장비,GROWTH(성장자금형),452.5,0.347,59.5,0.12,-158.3,-2.7,3.789,1.145,176.6,110.1,0.995,0.375,0,0,measured_cashbridge,2025,api,43.8,34.5,,,9.3,18.3,2.6,-92.5,35.6,-84.3,0.1864,unavailable,성장,성장자금형(positive): 매출 CAGR 35% + 마진 유지 · capex/매출 7.6% | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,RECENTLY_FUNDED,2026-03-06,투자설명서,부채비율 379% / 3년 순부채 +110억 vs EBITDA합 111억 / 유동비율 114%
48.9,28.6,84,상신브레이크,00129642,041650,true,제조업,자동차·트레일러,GROWTH(성장자금형),4457,0.134,432.2,0.075,1515.5,3.5,1.545,1.157,487.2,416.2,0.313,0.229,0,0,measured_cashbridge,2025,api,384.2,125,,,259.1,2002.7,1990.8,-237.4,73.5,73.3,0.0164,unavailable,성장,성장자금형(positive): 매출 CAGR 13% + 마진 유지 · capex/매출 2.8% | 이벤트(neutral): 지배구조·재편 공시 3건 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.046,company_history,,PRE_SIGNAL,,,"순부채/EBITDA 3.5x / 3년 순부채 +416억 vs EBITDA합 1,328억 / 유동비율 116% / 현금 2년 연속 감소"
48.9,48.2,49,지씨셀,01010642,144510,true,전문·과학·기술,기타 과학기술 서비스,TIGHT(유동성형),1655.2,-0.112,,,,,0.595,0.457,14.6,297.3,0.404,4.841,51,113,measured_cashbridge,2025,api,91.9,64.7,0,,-19.7,,,,80,,,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 이벤트(neutral): 표대결 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.025,company_history,,PRE_SIGNAL,,,3년 순부채 +297억 vs EBITDA합 736억 / 매출 1원 성장에 순부채 4.84원 / 유동비율 46% / 현금/매출 1% / 현금 2년 연속 감소 / 영업적자 2/3년
48.9,19.7,100,(주)씨엠티엑스,01529982,388210,true,제조업,전자부품·컴퓨터·통신장비,GROWTH(성장자금형),1605.6,0.875,97.9,0.143,-579.5,-5.9,0.51,2.058,929.8,166.1,0.876,0.285,0,0,measured_cashbridge,2025,api,361.9,170.5,,,188,350.3,209.4,-787.1,174.6,-0.6,0.0004,unavailable,성장,성장자금형(negative): 매출 CAGR 88% 인데 EBITDA마진 18.1%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요 | 이벤트(neutral): 표대결 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.1,company_history,,IN_MOTION,2025-11-07,[발행조건확정]증권신고서(지분증권),EBITDA마진 32%→14% / 3년 순부채 +166억 vs EBITDA합 190억
48.8,51.1,43.3,조비,00148948,001550,true,제조업,화학물질·화학제품,REFI(롤오버형),997.4,-0.124,56,0.056,391.8,7,1.254,1.272,43.8,134.7,0.843,0.755,10,84,measured_cashbridge,2025,api,40.3,26.6,,,11.4,435.7,434.4,9.8,50.3,-0.2,0.0002,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년) | 이벤트(neutral): 표대결 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,PRE_SIGNAL,,,순부채/EBITDA 7.0x / 3년 순부채 +135억 vs EBITDA합 160억 / 매출 1원 성장에 순부채 0.75원 / 현금/매출 4%
48.8,53.9,38.1,젬백스,00492894,082270,true,제조업,기타 기계·장비,DISTRESS(구조조정형),815.3,0.025,,,61.1,,1.776,0.656,227.8,969.8,3,41.782,0,0,measured_cashbridge,2025,api,11.1,21.1,,,-14.2,288.9,287.3,-212.8,32.6,-234.3,0.2874,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 이벤트(neutral): 지배구조 변동 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.057,company_history,,RECENTLY_FUNDED,2026-05-22,[기재정정]주요사항보고서(유상증자결정),3년 순부채 +970억 vs EBITDA합 -388억 / 매출 1원 성장에 순부채 41.78원 / 유동비율 66% / 영업적자 2/3년
48.7,34,73.6,아진전자부품,00111689,009320,true,제조업,자동차·트레일러,TIGHT(유동성형),1518.3,0.147,,,59.2,,2.287,0.717,5,52.6,0.272,0.119,51,92,measured_cashbridge,2025,api,44.6,71.4,,,-26.8,64.2,22,11.7,71.7,-15.4,0.0102,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(neutral): 매출 CAGR 15% — EBITDA 마진을 구하지 못해 기존사업 훼손 여부 판정 불가 (capex/매출 4.7%) | 이벤트(neutral): 지배구조 변동 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,PRE_SIGNAL,,,부채비율 229% / 3년 순부채 +53억 vs EBITDA합 194억 / 유동비율 72% / 현금/매출 0%
48.7,42.8,57.8,한올바이오파마,00162586,009420,true,제조업,의료용물질·의약품,WC_BURN(운전자본형),743.3,0.11,33.5,0.024,65.9,2,0.393,1.91,247.4,559.8,4.187,1.499,0,359,measured_cashbridge,2025,api,-23.4,141.2,,,-174.5,313.3,157.4,222.3,198.3,0.6,0.0008,unavailable,성장,성장자금형(negative): 매출 CAGR 11% 인데 EBITDA마진 4.5%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요 | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.047,company_history,127,PRE_SIGNAL,,,EBITDA마진 7%→2% / 3년 순부채 +560억 vs EBITDA합 134억 / 매출 1원 성장에 순부채 1.50원
48.7,41.5,60.1,코오롱생명과학,00525642,102940,true,제조업,의료용물질·의약품,DISTRESS(구조조정형),2089.8,0.09,,,-12.2,,0.566,0.636,106.4,730.9,3,,257,804,measured_cashbridge,2025,api,102.1,383.9,,,-281.8,94.1,34.6,92.6,247.2,247.5,0.1184,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(neutral): 매출 CAGR 9% — EBITDA 마진을 구하지 못해 기존사업 훼손 여부 판정 불가 (capex/매출 18.4%) | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.039,company_history,,RECENTLY_FUNDED,2026-03-05,[기재정정]주요사항보고서(전환사채권발행결정),3년 순부채 +731억 vs EBITDA합 -164억 / 유동비율 64% / 영업적자 2/3년
48.7,23.3,92.8,모트렉스,00876908,118990,true,제조업,자동차·트레일러,WC_BURN(운전자본형),5305.4,0.104,696.7,0.119,1636.1,2.3,2.186,1.175,954.8,1010.5,0.457,0.673,0,0,measured_cashbridge,2025,api,566,260.1,61.3,,305.9,2590.9,2005.5,767.3,358.2,975.1,0.1838,unavailable,성장,성장자금형(positive): 매출 CAGR 10% + 마진 유지 · capex/매출 4.9% | 이벤트(neutral): 합병 · 표대결 · 지분 인수·매각 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.044,company_history,,DISTRESS_EVENT,2026-07-31,유상증자결정(종속회사의주요경영사항)              ,"부채비율 219% / 3년 순부채 +1,011억 vs EBITDA합 2,212억 / 매출 1원 성장에 순부채 0.67원 / 유동비율 118%"
48.6,41.6,59.6,(주)모보,00347442,051810,true,제조업,전기장비,TIGHT(유동성형),3173.3,0.079,35.3,0.011,163.5,4.6,2.815,0.962,37.1,31.7,0.277,0.03,17,17,measured_cashbridge,2025,audit,34,4.7,,,28.1,200.6,200,-28.8,5.2,0.1,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 8% + 마진 유지 · capex/매출 0.1%,0.02,company_history,,PRE_SIGNAL,,,순부채/EBITDA 4.6x / 부채비율 281% / 3년 순부채 +32억 vs EBITDA합 115억 / 유동비율 96% / 현금/매출 1%
48.5,23.9,91.1,한일현대시멘트,00164672,006390,true,제조업,비금속 광물제품,WC_BURN(운전자본형),5133.7,0.089,1075.6,0.21,2734.9,2.5,1.101,1.909,757.4,2069.3,0.926,1.778,57,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(positive): 매출 CAGR 9% + 마진 유지,0.023,company_history,,,,,"3년 순부채 +2,069억 vs EBITDA합 2,234억 / 매출 1원 성장에 순부채 1.78원"
48.5,50.5,43,범한퓨얼셀,01435489,382900,true,제조업,전기장비,REFI(롤오버형),433.6,-0.051,34.7,0.08,750.7,21.6,1.166,1.529,485.1,1037.3,29.832,,0,0,measured_cashbridge,2025,api,216.8,17.8,,,197.8,1235.7,354.1,-147.9,130.8,-61.8,0.1426,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.1,company_history,,,,,"순부채/EBITDA 21.6x / 3년 순부채 +1,037억 vs EBITDA합 35억"
48.4,34,72.3,(주)데이원컴퍼니,01455492,373160,true,교육,교육 서비스,GROWTH(성장자금형),1238.6,0.407,71.1,0.061,-312.4,-4.4,0.803,2.06,376.9,170.9,3,0.229,0,0,measured_cashbridge,2025,api,82.8,63.9,,,18.9,64.6,7.7,-103.5,252.1,-90.7,0.0732,unavailable,성장,성장자금형(positive): 매출 CAGR 41% + 마진 유지 · capex/매출 5.2%,0.05,company_history,,,,,3년 순부채 +171억 vs EBITDA합 -39억 / 영업적자 2/3년
48.3,54.3,35.6,코오롱글로벌,00152880,003070,true,건설업,종합 건설,DISTRESS(구조조정형),29119.6,0.022,-215,-0.007,5778.9,,3.564,1.195,2786.5,-402.3,-0.161,-0.221,0,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.025,company_history,63,,,,EBITDA 적자 -215억 / 부채비율 356% / EBITDA마진 7%→-1% / 유동비율 120%
48.3,38.5,63.8,경창산업,00102353,024910,true,제조업,자동차·트레일러,TIGHT(유동성형),7053.4,0.046,,,2143.8,,3.132,0.62,102.1,-364.1,-0.271,-0.489,387,1067,measured_cashbridge,2025,api,234.2,406.2,7.7,,-172,2245.9,1738.8,227.4,363.7,97.9,0.0139,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,PRE_SIGNAL,,,부채비율 313% / 유동비율 62% / 현금/매출 1% / 현금 2년 연속 감소
48.2,67.9,10.5,한국테크놀로지,00355548,053590,true,제조업,전자부품·컴퓨터·통신장비,DISTRESS(구조조정형),2535.8,-0.078,-28.3,-0.011,122.2,,-5.405,0.69,0.7,-543.3,0,,15,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년 · 자본잠식),0.02,company_history,0,,,,EBITDA 적자 -28억 / 자본잠식 / 유동비율 69% / 현금/매출 0% / 현금 2년 연속 감소 / 영업적자 2/3년 / 런웨이 0개월
48.2,40.6,59.6,이월드,00540605,084680,true,제조업,기타 제품 제조,TIGHT(유동성형),661.1,-0.048,101.7,0.094,-4.6,0,0.886,0.217,18.8,26.9,0.055,,0,0,measured_cashbridge,2025,api,59.9,28.5,,,31.4,14.2,,-11.2,27.2,21.5,0.0325,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년) | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,PRE_SIGNAL,,,EBITDA마진 14%→9% / 3년 순부채 +27억 vs EBITDA합 492억 / 유동비율 22% / 현금/매출 3% / 현금 2년 연속 감소
48.2,44.7,52.5,대명에너지,01150515,389260,true,건설업,종합 건설,REFI(롤오버형),1039.5,-0.207,191.9,0.283,1070.5,5.6,1.319,1.723,479,904.9,1.156,,0,0,measured_cashbridge,2025,api,14,50.3,,,-45.6,1549.6,399.9,-81.3,-70.8,3.5,0.0034,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.03,company_history,,,,,순부채/EBITDA 5.6x / EBITDA마진 39%→28% / 3년 순부채 +905억 vs EBITDA합 783억 / 현금 2년 연속 감소
48.1,28.4,81.4,휴비츠,00398668,065510,true,제조업,의료·정밀·광학기기,WC_BURN(운전자본형),643.1,0.074,188.1,0.16,634.5,3.4,1.009,1.072,137.1,303.3,0.468,1.327,0,0,measured_cashbridge,2025,api,126.6,76.2,,,50.4,771.7,766.3,55.5,127.4,54.8,0.0852,unavailable,성장,성장자금형(negative): 매출 CAGR 7% 인데 EBITDA마진 2.7%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요 | 이벤트(neutral): 표대결 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.055,company_history,,PRE_SIGNAL,,,순부채/EBITDA 3.4x / EBITDA마진 19%→16% / 3년 순부채 +303억 vs EBITDA합 648억 / 매출 1원 성장에 순부채 1.33원 / 유동비율 107%
48,46,49.1,에넥스,00139764,011090,true,제조업,가구 제조,DISTRESS(구조조정형),2152.4,0.015,,,173.6,,2.113,0.675,133.9,162.5,3,0.261,0,38,measured_cashbridge,2025,api,-12.1,5.6,,,-17.8,307.5,240.7,21.1,5,3.9,0.0018,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 이벤트(neutral): 5% 지분 이동 · 지분 인수·매각 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.021,company_history,133,RECENTLY_FUNDED,2026-07-21,주요사항보고서(유상증자결정),부채비율 211% / 3년 순부채 +162억 vs EBITDA합 -169억 / 유동비율 67%
48,44.3,52.2,이노뎁,01264872,303530,true,정보통신,출판업,WC_BURN(운전자본형),425.7,0.131,8.6,0.01,38.9,4.5,1.012,1.699,174.3,164.4,2.73,0.615,0,60,measured_cashbridge,2025,api,-43.3,5.2,,,-48.5,213.2,163,205.1,183.5,-21.7,0.051,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 13% + 마진 유지 · capex/매출 1.2%,0.094,company_history,48,,,,순부채/EBITDA 4.5x / 3년 순부채 +164억 vs EBITDA합 60억 / 매출 1원 성장에 순부채 0.61원
47.9,71.4,3.2,(주)에코솔루션,00346966,052510,true,제조업,화학물질·화학제품,DISTRESS(구조조정형),397.3,-0.16,-40.9,-0.103,4.1,,-1.137,0.121,1.4,-349.4,0,,26,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년 · 자본잠식),0.02,company_history,0,,,,EBITDA 적자 -41억 / 자본잠식 / EBITDA마진 -4%→-10% / 유동비율 12% / 현금/매출 0% / 영업적자 3/3년 / 런웨이 0개월
47.7,37.5,63.4,고려산업,00102751,002140,true,제조업,식료품 제조,REFI(롤오버형),2973.2,0.022,180.7,0.061,758.3,4.2,1.202,0.93,258,422.9,1.095,0.449,0,0,measured_cashbridge,2025,api,324.2,33.6,7.4,,280.1,1016.3,884.4,-396.2,-64.5,-7.5,0.0025,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.06,company_history,,PRE_SIGNAL,,,순부채/EBITDA 4.2x / 3년 순부채 +423억 vs EBITDA합 386억 / 유동비율 93%
47.7,23.1,89.4,제노레이,00799539,122310,true,제조업,의료·정밀·광학기기,WC_BURN(운전자본형),663.9,0.129,137.6,0.129,107.9,0.8,0.567,1.944,138.4,274.7,0.557,0.84,0,0,measured_cashbridge,2025,api,52.6,14,22.4,,-1,,,,82.9,,,unavailable,성장,성장자금형(negative): 매출 CAGR 13% 인데 EBITDA마진 8.7%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요 | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.053,company_history,,IN_MOTION,2026-01-22,주요사항보고서(교환사채권발행결정),EBITDA마진 22%→13% / 3년 순부채 +275억 vs EBITDA합 493억 / 매출 1원 성장에 순부채 0.84원
47.7,23.6,88.3,휴온스,01159853,243070,true,제조업,의료용물질·의약품,WC_BURN(운전자본형),5902.3,0.105,606.2,0.103,1098.4,1.8,0.729,1.674,541.7,1003.9,0.522,0.655,151,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(negative): 매출 CAGR 11% 인데 EBITDA마진 2.5%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.062,company_history,,,,,"EBITDA마진 13%→10% / 3년 순부채 +1,004억 vs EBITDA합 1,925억 / 매출 1원 성장에 순부채 0.65원"
47.6,42.9,53.2,종근당바이오,00390055,063160,true,제조업,의료용물질·의약품,TIGHT(유동성형),1600.7,0.009,,,1434.6,,1.361,0.896,15,242,0.858,0.82,259,742,measured_cashbridge,2025,api,-41.4,68.2,5.5,,-109.6,1449.6,1266.6,134.2,75.1,17.7,0.011,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 이벤트(neutral): 표대결 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,4,PRE_SIGNAL,,,3년 순부채 +242억 vs EBITDA합 282억 / 매출 1원 성장에 순부채 0.82원 / 유동비율 90% / 현금/매출 1% / 런웨이 4개월
47.6,24.1,86.9,아바코,00442145,083930,true,제조업,기타 기계·장비,GROWTH(성장자금형),3275.6,0.193,233.2,0.076,-145.2,-0.6,0.458,1.645,193.5,471.5,1.043,0.375,0,0,measured_cashbridge,2025,api,156.9,110.2,71.4,,46.7,48.3,27.8,29.2,-87.5,273.6,0.0835,unavailable,성장,성장자금형(positive): 매출 CAGR 19% + 마진 유지 · capex/매출 3.4%,0.029,company_history,,,,,3년 순부채 +471억 vs EBITDA합 452억
47.6,16.9,100,두산테스나,00563545,131970,true,전문·과학·기술,기타 과학기술 서비스,WC_BURN(운전자본형),2743.3,0.216,2266.9,0.608,1116.5,0.5,0.61,1.37,1171.9,902.6,0.14,0.545,0,0,measured_cashbridge,2025,api,1472.2,248,30.8,,1224.2,2288.4,806.5,-1351,93.7,27.4,0.01,unavailable,성장,성장자금형(negative): 매출 CAGR 22% 인데 EBITDA마진 7.5%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요 | 이벤트(neutral): 분할·카브아웃 · 표대결 · 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.1,company_history,,PRE_SIGNAL,,,"EBITDA마진 68%→61% / 3년 순부채 +903억 vs EBITDA합 6,464억 / 매출 1원 성장에 순부채 0.55원"
47.6,40.8,56.9,씨티알모빌리티,00450010,308170,true,제조업,자동차·트레일러,TIGHT(유동성형),4223.3,-0.001,,,-99,,2.836,0.646,103.8,371,0.737,0.581,170,550,measured_cashbridge,2025,api,45.2,234.7,,,-189.5,4.8,2,-76.5,225.1,-256.4,0.0607,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년) | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,IN_MOTION,2025-03-14,[기재정정]주요사항보고서(전환사채권발행결정),부채비율 284% (3년 97%p↑) / 3년 순부채 +371억 vs EBITDA합 503억 / 매출 1원 성장에 순부채 0.58원 / 유동비율 65% / 현금/매출 2%
47.5,53.5,33.5,SKC,00139889,011790,true,제조업,화학물질·화학제품,DISTRESS(구조조정형),18400.4,-0.083,,,26435.7,,2.327,0.73,10455.5,6951.9,2.338,,892,22340,measured_cashbridge,2025,api,-5675.8,2893.3,88.4,,-8796.8,36891.1,18388.3,-2008.1,-2605.6,-1237,0.0672,unavailable,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년) | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.034,company_history,22,DISTRESS_EVENT,2026-05-12,[기재정정]주요사항보고서(유상증자결정),"부채비율 233% (3년 48%p↑) / 3년 순부채 +6,952억 vs EBITDA합 2,974억 / 유동비율 73% / 영업적자 3/3년 / 런웨이 22개월"
47.4,35.3,66,영우디에스피,00569646,143540,true,제조업,기타 기계·장비,GROWTH(성장자금형),805,0.176,65.9,0.082,-33.9,-0.5,1.274,1.552,76.5,150.5,3,,0,21,measured_cashbridge,2025,api,-16.6,1.8,,,-18.4,42.6,42.6,-164.8,-163.2,-18.1,0.0225,op+dep,성장,성장자금형(positive): 매출 CAGR 18% + 마진 유지 · capex/매출 0.2% | 이벤트(neutral): 5% 지분 이동 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.037,company_history,55,PRE_SIGNAL,,,3년 순부채 +151억 vs EBITDA합 -299억 / 현금 2년 연속 감소 / 영업적자 2/3년
47.3,34.9,66.5,삼보오토(주),00430089,070080,true,제조업,자동차·트레일러,TIGHT(유동성형),1309.8,0.065,,,906,,2.755,0.972,7.5,139.7,0.356,0.278,194,539,measured_cashbridge,2025,api,46.3,168,,,-121.7,913.5,547.4,124,185.5,-15.2,0.0116,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(neutral): 매출 CAGR 7% — EBITDA 마진을 구하지 못해 기존사업 훼손 여부 판정 불가 (capex/매출 12.8%),0.02,company_history,,PRE_SIGNAL,,,부채비율 275% (3년 48%p↑) / 3년 순부채 +140억 vs EBITDA합 392억 / 유동비율 97% / 현금/매출 1%
47.2,30.1,74.5,오리엔트정공,00300405,065500,true,제조업,자동차·트레일러,TIGHT(유동성형),1571.4,0.12,,,249.8,,1.481,0.896,40.4,-211.9,-1.756,-0.362,49,158,measured_cashbridge,2025,api,27.3,60.2,,,-39.1,290.2,195.6,44.1,,,,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(neutral): 매출 CAGR 12% — EBITDA 마진을 구하지 못해 기존사업 훼손 여부 판정 불가 (capex/매출 3.8%) | 이벤트(neutral): 분할·카브아웃 · 합병 · 5% 지분 이동 · 지분 인수·매각 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.021,company_history,,RECENTLY_FUNDED,2026-06-23,주요사항보고서(유상증자결정),유동비율 90% / 현금/매출 3% / 현금 2년 연속 감소
47.2,27.7,79.1,유엔젤,00416654,072130,true,정보통신,정보서비스,WC_BURN(운전자본형),615.7,0.27,46.4,0.075,-84.1,-1.8,0.227,2.558,123.8,118.8,2.787,0.508,0,0,measured_cashbridge,2025,api,119.4,6.2,8.7,,109,39.7,36,35.8,165.3,-10.1,0.0164,op+dep,성장,성장자금형(positive): 매출 CAGR 27% + 마진 유지 · capex/매출 1.0%,0.1,company_history,,,,,3년 순부채 +119억 vs EBITDA합 43억 / 매출 1원 성장에 순부채 0.51원
47.2,16.7,98.8,대웅바이오(주),00111829,016890,true,제조업,의료용물질·의약품,WC_BURN(운전자본형),5795.8,0.142,884.5,0.153,-565.6,-0.6,0.431,2.521,497.1,986.7,0.377,0.518,0,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(negative): 매출 CAGR 14% 인데 EBITDA마진 4.3%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,,,,"EBITDA마진 20%→15% / 3년 순부채 +987억 vs EBITDA합 2,618억 / 매출 1원 성장에 순부채 0.52원"
